image_id,lon,lat,hit@1,hit@3,reciprocal_rank,category,predicted_categories
4969,-1.892912706,38.88302016,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Forest']"
4512,18.59133633,47.07515504,-1,1,0.3333333333333333,AnnualCrop,"['Industrial', 'Residential', 'AnnualCrop', 'PermanentCrop', 'Highway']"
2652,2.359559417,47.03328453,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'Residential', 'PermanentCrop']"
2172,7.529845609,48.45509283,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
2038,-0.085018192,52.58758195,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
4860,-0.263851197,46.11526912,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
2713,2.836671838,48.94418694,-1,-1,,AnnualCrop,
2090,22.44925143,51.01736922,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'Residential', 'Highway']"
4954,4.239719615,48.97729485,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
3205,-5.476211089,37.4237456,-1,1,0.5,AnnualCrop,"['Highway', 'AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop']"
4585,26.21824771,44.33283608,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3827,3.997719153,48.4478883,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3155,4.244723556,48.5044748,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
3324,10.78090551,48.135949,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
2216,15.04629409,53.36300117,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
2510,4.543389536,48.91487461,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3680,4.439924563,48.94577476,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Forest']"
2499,15.98009248,48.62798248,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4548,18.59948984,47.06904627,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3856,18.32331428,46.98893785,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3388,26.19772116,42.46117978,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'SeaLake']"
3519,18.6060645,47.03957674,-1,1,0.3333333333333333,AnnualCrop,"['Highway', 'Industrial', 'AnnualCrop', 'Residential', 'PermanentCrop']"
4386,1.823113392,48.47460312,-1,1,0.5,AnnualCrop,"['Highway', 'AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
4721,22.8687979,49.84485828,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
4076,4.291981252,48.75640757,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3540,4.434060785,48.80433285,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3217,2.664627389,48.6433088,-1,-1,0.2,AnnualCrop,"['Industrial', 'Residential', 'Highway', 'Pasture', 'AnnualCrop']"
3416,4.609296709,48.89270533,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4217,1.313132767,48.34404438,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4621,-5.648115261,37.37325103,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
3676,26.24015931,44.57422163,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3197,10.04159613,52.15608059,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
3542,1.399957552,48.46402589,-1,1,0.5,AnnualCrop,"['Pasture', 'AnnualCrop', 'PermanentCrop', 'HerbaceousVegetation', 'Highway']"
2953,28.51085858,44.11886167,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'Residential', 'HerbaceousVegetation']"
2750,2.524780116,49.05386607,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Highway']"
2234,1.533869623,48.26214168,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Forest']"
2732,2.727376615,48.9750485,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4992,2.774146582,48.53188355,-1,-1,0.2,AnnualCrop,"['Industrial', 'Residential', 'Highway', 'Pasture', 'AnnualCrop']"
3156,4.025148223,48.18263619,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
4573,4.266239883,48.41910293,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
4445,11.50560494,53.36490883,-1,-1,0.0,AnnualCrop,"['SeaLake', 'River', 'Residential', 'HerbaceousVegetation', 'Pasture']"
3209,-0.410643914,52.26121504,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3065,4.171506588,48.94709923,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
4156,4.717912376,48.93747477,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3062,-0.447959966,52.2979807,-1,-1,0.25,AnnualCrop,"['SeaLake', 'River', 'PermanentCrop', 'AnnualCrop', 'Pasture']"
3167,4.240394773,48.44976371,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
3492,4.213229861,48.98342727,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4474,4.132989724,48.3520891,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
2884,26.22942252,44.49360815,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
2143,2.797048722,49.00636002,-1,-1,0.2,AnnualCrop,"['Industrial', 'Residential', 'Highway', 'River', 'AnnualCrop']"
4942,15.94446856,48.61075688,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
2850,12.16684377,53.44718609,-1,-1,0.2,AnnualCrop,"['SeaLake', 'River', 'Residential', 'Industrial', 'AnnualCrop']"
2717,2.325142826,49.18089594,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Forest']"
4864,-2.065143781,38.9720417,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'HerbaceousVegetation', 'Pasture', 'Residential']"
2264,4.401555407,49.01369464,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
2075,18.57150732,47.03480859,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Highway']"
2395,2.725729506,47.02686933,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4545,1.482433672,48.51726986,-1,-1,,AnnualCrop,
4224,22.50579018,52.27746026,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
4799,15.93768996,54.12918674,-1,1,0.5,AnnualCrop,"['Pasture', 'AnnualCrop', 'PermanentCrop', 'HerbaceousVegetation', 'Forest']"
2396,4.555910119,49.18363901,-1,-1,0.2,AnnualCrop,"['Industrial', 'Residential', 'Forest', 'Highway', 'AnnualCrop']"
3365,24.75631041,43.54831707,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
4500,-5.417656143,37.43081798,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3903,-5.675628333,37.4150139,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'Residential', 'Forest']"
2595,-1.876620359,39.09077028,-1,-1,,AnnualCrop,
4109,18.03547367,51.7084399,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3296,18.34330256,47.03516854,-1,-1,0.0,AnnualCrop,"['SeaLake', 'Highway', 'Industrial', 'Residential', 'River']"
3821,3.685062085,48.34187656,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
2872,27.39275698,44.22242963,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
4911,16.84883247,47.16933691,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
4326,4.204351485,48.98352031,-1,-1,0.2,AnnualCrop,"['Highway', 'SeaLake', 'Industrial', 'River', 'AnnualCrop']"
3548,18.34147789,47.00596364,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'Residential', 'Industrial']"
2036,4.469973685,48.82143652,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4526,2.492902866,48.98939969,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Residential', 'Highway', 'Industrial', 'Pasture']"
4143,16.06760445,48.69153633,1,1,1.0,AnnualCrop,"['AnnualCrop', 'HerbaceousVegetation', 'PermanentCrop', 'Pasture', 'Residential']"
4940,17.49437386,48.49340458,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Highway']"
2977,16.68591993,51.77121074,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
3571,4.204210539,48.97767101,-1,1,0.3333333333333333,AnnualCrop,"['Residential', 'Industrial', 'AnnualCrop', 'Highway', 'Pasture']"
3122,2.909783409,49.12575383,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
4239,22.85932049,49.8333187,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
3892,4.682432451,48.95161522,-1,-1,0.0,AnnualCrop,"['Highway', 'Residential', 'Industrial', 'River', 'PermanentCrop']"
2675,1.893762739,48.4786177,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
2728,2.893135885,49.161886,1,1,1.0,AnnualCrop,"['AnnualCrop', 'HerbaceousVegetation', 'PermanentCrop', 'Pasture', 'Forest']"
2412,2.909794019,49.11990445,-1,-1,,AnnualCrop,
3516,4.239429556,48.9655964,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3649,-1.775179784,38.71262561,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Forest']"
2825,2.235146361,49.27773798,-1,1,0.5,AnnualCrop,"['PermanentCrop', 'AnnualCrop', 'Pasture', 'Residential', 'HerbaceousVegetation']"
2616,4.504012405,48.95724417,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'Forest', 'PermanentCrop']"
2114,0.907804404,49.01924707,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
2417,-1.86957307,39.06141006,-1,-1,0.2,AnnualCrop,"['SeaLake', 'River', 'Forest', 'HerbaceousVegetation', 'AnnualCrop']"
3625,16.59745399,47.15530072,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Highway']"
4939,2.072540942,48.40600183,1,1,1.0,AnnualCrop,"['AnnualCrop', 'HerbaceousVegetation', 'Pasture', 'PermanentCrop', 'Highway']"
2089,10.79822647,48.20691573,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
4082,20.47409877,46.17036982,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
2753,18.30627013,47.14017724,-1,-1,0.0,AnnualCrop,"['Highway', 'Residential', 'Industrial', 'Pasture', 'HerbaceousVegetation']"
3630,4.532138225,48.9746551,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Industrial']"
2011,1.556299394,48.7424679,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
4444,4.307250639,48.8417272,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Forest']"
2284,22.9494368,49.86795722,-1,-1,0.25,AnnualCrop,"['Industrial', 'Residential', 'Highway', 'AnnualCrop', 'PermanentCrop']"
3066,2.665895186,49.08663687,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'Industrial', 'Residential']"
3191,4.207238347,49.04952224,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
3440,4.040519165,48.46552612,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'Residential', 'HerbaceousVegetation']"
4801,27.95410509,43.61972792,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4800,2.473088277,47.16307487,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Forest']"
4710,10.41038527,56.49383583,-1,-1,,AnnualCrop,
3568,15.84621664,48.54149527,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'Residential', 'HerbaceousVegetation']"
4427,-5.574281934,37.38284288,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Industrial']"
4577,11.7705265,53.55659773,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Forest']"
3687,16.63936074,47.07992035,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
2851,4.563489594,49.10791656,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4207,10.78307441,48.21170118,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'Residential', 'HerbaceousVegetation']"
2895,4.298687336,48.85352266,-1,-1,0.0,AnnualCrop,"['Industrial', 'Residential', 'Highway', 'PermanentCrop', 'River']"
2496,11.97519966,53.47625895,-1,-1,0.2,AnnualCrop,"['SeaLake', 'River', 'Pasture', 'HerbaceousVegetation', 'AnnualCrop']"
4305,4.41686702,49.04718462,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
3782,-2.14942747,39.0809752,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
2335,16.04074984,48.75833703,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
2515,1.645580873,49.25708571,-1,-1,,AnnualCrop,
3348,18.65097768,47.15376507,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
3015,1.326833436,48.2702853,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
4808,24.47479607,43.4706667,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'HerbaceousVegetation', 'Pasture', 'Residential']"
4803,27.38480273,44.25170823,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3781,18.29626562,47.11706956,-1,-1,0.0,AnnualCrop,"['SeaLake', 'Highway', 'Industrial', 'Pasture', 'River']"
3785,4.375163193,49.08756134,1,1,1.0,AnnualCrop,"['AnnualCrop', 'HerbaceousVegetation', 'Pasture', 'PermanentCrop', 'Residential']"
4070,4.237031124,48.71758286,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'Highway', 'HerbaceousVegetation']"
2356,5.901906426,49.11955546,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Forest']"
4852,2.112571168,48.36957781,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'Residential', 'Industrial']"
3312,17.9640462,46.07522521,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
3635,12.15793852,53.45911936,-1,-1,0.0,AnnualCrop,"['SeaLake', 'River', 'Forest', 'HerbaceousVegetation', 'Residential']"
2550,17.9227845,46.05863806,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4388,4.425210693,48.80444263,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'Forest', 'HerbaceousVegetation']"
4479,20.47415458,46.16451361,-1,-1,0.0,AnnualCrop,"['River', 'SeaLake', 'Pasture', 'Residential', 'PermanentCrop']"
4521,4.553856685,49.08465148,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4265,18.54322961,47.34066868,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3227,4.343115491,48.92927087,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
4822,2.08759304,48.44739268,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
2957,18.11416755,51.88235766,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3773,14.73263588,50.96765444,-1,1,0.3333333333333333,AnnualCrop,"['Highway', 'Forest', 'AnnualCrop', 'Pasture', 'HerbaceousVegetation']"
4141,18.31961931,46.89695612,-1,1,0.5,AnnualCrop,"['Highway', 'AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation']"
3008,4.332077199,49.11476077,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3092,20.15953416,46.19844694,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Forest']"
4674,1.821617096,48.57064793,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'Highway', 'Residential']"
2996,26.24038787,44.55666178,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3679,2.13562531,49.09164615,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Forest']"
2153,4.135559681,48.96833991,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
4782,27.45764424,43.60816201,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
2580,16.77967182,51.83977303,-1,1,0.3333333333333333,AnnualCrop,"['SeaLake', 'River', 'AnnualCrop', 'Pasture', 'HerbaceousVegetation']"
3470,16.21966673,48.41714789,-1,-1,0.25,AnnualCrop,"['Industrial', 'Residential', 'Highway', 'AnnualCrop', 'HerbaceousVegetation']"
2703,24.48248299,43.46457625,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3212,4.444163513,52.08143093,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'Residential', 'PermanentCrop']"
2896,25.95089592,44.49043077,1,1,1.0,AnnualCrop,"['AnnualCrop', 'HerbaceousVegetation', 'Pasture', 'PermanentCrop', 'Forest']"
2487,10.90449495,48.11680843,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
2559,18.05875012,45.98701983,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Forest']"
3141,28.51898003,44.11875395,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Forest']"
3119,18.55559043,47.05286192,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
2512,18.34220742,47.01764562,-1,-1,0.0,AnnualCrop,"['Highway', 'SeaLake', 'River', 'Industrial', 'Residential']"
2633,18.55714609,47.07622339,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
4584,4.243418998,49.05222547,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
3664,4.15234721,48.98632713,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'HerbaceousVegetation', 'PermanentCrop', 'Residential']"
3012,0.961506295,48.92494747,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Forest']"
3931,24.43877406,43.59294017,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'HerbaceousVegetation', 'Residential']"
3150,24.43903029,43.51166736,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
4805,22.3117456,51.06772822,1,1,1.0,AnnualCrop,"['AnnualCrop', 'Pasture', 'PermanentCrop', 'HerbaceousVegetation', 'Residential']"
2116,-1.862061461,39.061337,-1,-1,0.0,AnnualCrop,"['Highway', 'River', 'Residential', 'SeaLake', 'Industrial']"
2740,-1.963143268,38.9038436,1,1,1.0,AnnualCrop,"['AnnualCrop', 'PermanentCrop', 'Pasture', 'River', 'SeaLake']"
