index,hit@1,hit@3,lon,lat,probabilities
70,1,1,2.325142826,49.18089594,"[[0.144775390625, 0.06732177734375, 0.04913330078125, 0.0628662109375, 0.093505859375, 0.1331787109375, 0.1470947265625, 0.04730224609375, 0.04296875, 0.2119140625]]"
71,1,1,-2.065143781,38.9720417,"[[0.1658935546875, 0.0631103515625, 0.041229248046875, 0.08587646484375, 0.08056640625, 0.30224609375, 0.0682373046875, 0.052947998046875, 0.05926513671875, 0.0804443359375]]"
72,1,1,4.401555407,49.01369464,"[[0.09033203125, 0.24658203125, 0.072509765625, 0.06982421875, 0.0770263671875, 0.06817626953125, 0.05657958984375, 0.201904296875, 0.06402587890625, 0.052978515625]]"
73,1,1,18.57150732,47.03480859,"[[0.038055419921875, 0.058990478515625, 0.2135009765625, 0.08074951171875, 0.10650634765625, 0.04339599609375, 0.049041748046875, 0.08319091796875, 0.268798828125, 0.057891845703125]]"
74,1,1,2.725729506,47.02686933,"[[0.07080078125, 0.064453125, 0.06451416015625, 0.07354736328125, 0.054931640625, 0.0755615234375, 0.33544921875, 0.049896240234375, 0.050994873046875, 0.1597900390625]]"
75,1,1,1.482433672,48.51726986,"[[0.16748046875, 0.072998046875, 0.042694091796875, 0.0601806640625, 0.08233642578125, 0.306884765625, 0.0657958984375, 0.05792236328125, 0.05859375, 0.0850830078125]]"
76,1,1,22.50579018,52.27746026,"[[0.06378173828125, 0.1527099609375, 0.1129150390625, 0.08807373046875, 0.1300048828125, 0.053619384765625, 0.04632568359375, 0.178466796875, 0.10784912109375, 0.0662841796875]]"
77,-1,1,15.93768996,54.12918674,"[[0.039581298828125, 0.0550537109375, 0.2174072265625, 0.10614013671875, 0.11962890625, 0.03961181640625, 0.05450439453125, 0.07720947265625, 0.2249755859375, 0.06591796875]]"
78,-1,1,4.555910119,49.18363901,"[[0.041015625, 0.052337646484375, 0.2100830078125, 0.09442138671875, 0.1158447265625, 0.042724609375, 0.0543212890625, 0.07000732421875, 0.2493896484375, 0.06982421875]]"
79,1,1,24.75631041,43.54831707,"[[0.034942626953125, 0.07598876953125, 0.24169921875, 0.08441162109375, 0.1015625, 0.033172607421875, 0.09271240234375, 0.08502197265625, 0.1617431640625, 0.0887451171875]]"
80,1,1,-5.417656143,37.43081798,"[[0.061676025390625, 0.1240234375, 0.11700439453125, 0.1524658203125, 0.0831298828125, 0.0482177734375, 0.047454833984375, 0.2064208984375, 0.11248779296875, 0.047149658203125]]"
81,-1,-1,-5.675628333,37.4150139,"[[0.050750732421875, 0.139404296875, 0.1298828125, 0.125732421875, 0.08367919921875, 0.046478271484375, 0.0426025390625, 0.19677734375, 0.144287109375, 0.0404052734375]]"
82,-1,1,-1.876620359,39.09077028,"[[0.08892822265625, 0.190673828125, 0.09869384765625, 0.04644775390625, 0.1319580078125, 0.08062744140625, 0.050506591796875, 0.14501953125, 0.0928955078125, 0.07415771484375]]"
83,-1,1,18.03547367,51.7084399,"[[0.0826416015625, 0.148681640625, 0.08441162109375, 0.1661376953125, 0.07269287109375, 0.0614013671875, 0.06451416015625, 0.1876220703125, 0.07916259765625, 0.052764892578125]]"
84,-1,1,18.34330256,47.03516854,"[[0.1072998046875, 0.214599609375, 0.0648193359375, 0.070556640625, 0.09228515625, 0.08868408203125, 0.040557861328125, 0.2056884765625, 0.064208984375, 0.051239013671875]]"
85,1,1,3.685062085,48.34187656,"[[0.107666015625, 0.058074951171875, 0.054779052734375, 0.049407958984375, 0.0843505859375, 0.130859375, 0.1881103515625, 0.042510986328125, 0.050384521484375, 0.23388671875]]"
86,-1,1,27.39275698,44.22242963,"[[0.049163818359375, 0.10552978515625, 0.166748046875, 0.059844970703125, 0.16650390625, 0.04510498046875, 0.04718017578125, 0.11627197265625, 0.1627197265625, 0.08099365234375]]"
87,-1,-1,16.84883247,47.16933691,"[[0.046783447265625, 0.1456298828125, 0.1641845703125, 0.07464599609375, 0.1143798828125, 0.040313720703125, 0.040771484375, 0.1700439453125, 0.153564453125, 0.049774169921875]]"
88,1,1,4.204351485,48.98352031,"[[0.06683349609375, 0.0596923828125, 0.0654296875, 0.0692138671875, 0.05450439453125, 0.07122802734375, 0.3447265625, 0.046142578125, 0.05047607421875, 0.171875]]"
89,1,1,18.34147789,47.00596364,"[[0.09765625, 0.1961669921875, 0.0673828125, 0.0753173828125, 0.08807373046875, 0.0888671875, 0.047515869140625, 0.2176513671875, 0.068115234375, 0.053253173828125]]"
90,1,1,4.469973685,48.82143652,"[[0.1776123046875, 0.06304931640625, 0.04144287109375, 0.088134765625, 0.0833740234375, 0.30078125, 0.058502197265625, 0.053741455078125, 0.06109619140625, 0.07244873046875]]"
91,1,1,2.492902866,48.98939969,"[[0.0606689453125, 0.096923828125, 0.1290283203125, 0.1318359375, 0.1568603515625, 0.052703857421875, 0.045928955078125, 0.123046875, 0.13916015625, 0.06390380859375]]"
92,1,1,16.06760445,48.69153633,"[[0.0643310546875, 0.1920166015625, 0.10845947265625, 0.10870361328125, 0.0933837890625, 0.050079345703125, 0.0838623046875, 0.1497802734375, 0.07623291015625, 0.07318115234375]]"
93,-1,1,17.49437386,48.49340458,"[[0.1182861328125, 0.06903076171875, 0.07403564453125, 0.05035400390625, 0.15625, 0.178955078125, 0.06951904296875, 0.061676025390625, 0.090087890625, 0.1318359375]]"
94,1,1,16.68591993,51.77121074,"[[0.127685546875, 0.18603515625, 0.059112548828125, 0.08917236328125, 0.1103515625, 0.10491943359375, 0.037322998046875, 0.1722412109375, 0.0595703125, 0.053558349609375]]"
95,1,1,4.204210539,48.97767101,"[[0.08404541015625, 0.2218017578125, 0.0850830078125, 0.08087158203125, 0.09588623046875, 0.068359375, 0.05206298828125, 0.18408203125, 0.073974609375, 0.0538330078125]]"
96,1,1,2.909783409,49.12575383,"[[0.06011962890625, 0.07171630859375, 0.11334228515625, 0.26611328125, 0.0816650390625, 0.057891845703125, 0.07977294921875, 0.09051513671875, 0.1171875, 0.061767578125]]"
97,1,1,22.85932049,49.8333187,"[[0.11083984375, 0.06866455078125, 0.05828857421875, 0.04608154296875, 0.0975341796875, 0.130859375, 0.1572265625, 0.04937744140625, 0.054412841796875, 0.2266845703125]]"
98,-1,1,4.682432451,48.95161522,"[[0.224609375, 0.09808349609375, 0.033782958984375, 0.0733642578125, 0.08404541015625, 0.2366943359375, 0.0643310546875, 0.0650634765625, 0.0372314453125, 0.082763671875]]"
99,1,1,1.893762739,48.4786177,"[[0.0718994140625, 0.0777587890625, 0.10321044921875, 0.270751953125, 0.0802001953125, 0.059051513671875, 0.055694580078125, 0.1080322265625, 0.12310791015625, 0.050140380859375]]"
100,1,1,2.893135885,49.161886,"[[0.0877685546875, 0.2293701171875, 0.07196044921875, 0.07147216796875, 0.08306884765625, 0.0714111328125, 0.054229736328125, 0.21142578125, 0.06365966796875, 0.0556640625]]"
101,1,1,2.909794019,49.11990445,"[[0.04833984375, 0.05499267578125, 0.1728515625, 0.08026123046875, 0.1171875, 0.05987548828125, 0.049896240234375, 0.07196044921875, 0.278076171875, 0.06634521484375]]"
102,1,1,4.239429556,48.9655964,"[[0.1650390625, 0.075927734375, 0.041656494140625, 0.058868408203125, 0.0804443359375, 0.310546875, 0.067626953125, 0.059295654296875, 0.05657958984375, 0.083984375]]"
103,-1,1,-1.775179784,38.71262561,"[[0.1961669921875, 0.0784912109375, 0.04388427734375, 0.08544921875, 0.1082763671875, 0.228271484375, 0.04937744140625, 0.07232666015625, 0.05853271484375, 0.07928466796875]]"
104,-1,-1,2.235146361,49.27773798,"[[0.1612548828125, 0.1502685546875, 0.048065185546875, 0.0667724609375, 0.095947265625, 0.190673828125, 0.036224365234375, 0.135009765625, 0.0634765625, 0.052337646484375]]"
105,1,1,4.504012405,48.95724417,"[[0.07513427734375, 0.244384765625, 0.0853271484375, 0.0673828125, 0.09344482421875, 0.0662841796875, 0.053924560546875, 0.181884765625, 0.0772705078125, 0.05487060546875]]"
106,1,1,0.907804404,49.01924707,"[[0.0701904296875, 0.06378173828125, 0.06463623046875, 0.07269287109375, 0.05487060546875, 0.07489013671875, 0.337158203125, 0.049407958984375, 0.05096435546875, 0.1614990234375]]"
107,1,1,-1.86957307,39.06141006,"[[0.097900390625, 0.250732421875, 0.06964111328125, 0.060394287109375, 0.1007080078125, 0.078369140625, 0.050933837890625, 0.171142578125, 0.059234619140625, 0.06109619140625]]"
108,1,1,16.59745399,47.15530072,"[[0.08538818359375, 0.2099609375, 0.0784912109375, 0.08892822265625, 0.08050537109375, 0.06329345703125, 0.04412841796875, 0.2344970703125, 0.0704345703125, 0.044342041015625]]"
109,1,1,2.072540942,48.40600183,"[[0.06756591796875, 0.058013916015625, 0.08880615234375, 0.050933837890625, 0.0966796875, 0.07208251953125, 0.19677734375, 0.047332763671875, 0.076904296875, 0.244873046875]]"
110,1,1,10.79822647,48.20691573,"[[0.040618896484375, 0.08355712890625, 0.1861572265625, 0.07586669921875, 0.104736328125, 0.04412841796875, 0.043426513671875, 0.10986328125, 0.260009765625, 0.05169677734375]]"
111,1,1,20.47409877,46.17036982,"[[0.198486328125, 0.1580810546875, 0.039398193359375, 0.055328369140625, 0.087890625, 0.1971435546875, 0.05267333984375, 0.10125732421875, 0.040557861328125, 0.06927490234375]]"
112,1,1,18.30627013,47.14017724,"[[0.1282958984375, 0.06048583984375, 0.06536865234375, 0.229248046875, 0.09515380859375, 0.142578125, 0.05718994140625, 0.07000732421875, 0.0888671875, 0.06280517578125]]"
113,1,1,4.532138225,48.9746551,"[[0.1728515625, 0.07330322265625, 0.03875732421875, 0.06646728515625, 0.07666015625, 0.315673828125, 0.067626953125, 0.057281494140625, 0.05267333984375, 0.07861328125]]"
114,1,1,1.556299394,48.7424679,"[[0.1094970703125, 0.06390380859375, 0.075439453125, 0.07611083984375, 0.1429443359375, 0.10784912109375, 0.10186767578125, 0.05194091796875, 0.075927734375, 0.194580078125]]"
115,1,1,4.307250639,48.8417272,"[[0.037689208984375, 0.05487060546875, 0.224609375, 0.11956787109375, 0.107666015625, 0.03643798828125, 0.08172607421875, 0.07000732421875, 0.181884765625, 0.085693359375]]"
116,1,1,22.9494368,49.86795722,"[[0.06463623046875, 0.16748046875, 0.12310791015625, 0.1248779296875, 0.10736083984375, 0.05078125, 0.052642822265625, 0.156005859375, 0.10089111328125, 0.05218505859375]]"
117,1,1,2.665895186,49.08663687,"[[0.09222412109375, 0.23388671875, 0.07073974609375, 0.074951171875, 0.08245849609375, 0.0711669921875, 0.04803466796875, 0.2120361328125, 0.06488037109375, 0.049713134765625]]"
118,1,1,4.207238347,49.04952224,"[[0.0384521484375, 0.07098388671875, 0.24755859375, 0.08612060546875, 0.10443115234375, 0.036285400390625, 0.0657958984375, 0.09063720703125, 0.19091796875, 0.06884765625]]"
119,1,1,4.040519165,48.46552612,"[[0.037353515625, 0.08990478515625, 0.23681640625, 0.0634765625, 0.11529541015625, 0.035003662109375, 0.0704345703125, 0.0989990234375, 0.1741943359375, 0.07843017578125]]"
120,1,1,27.95410509,43.61972792,"[[0.05828857421875, 0.119384765625, 0.148193359375, 0.055938720703125, 0.1708984375, 0.0540771484375, 0.051788330078125, 0.1070556640625, 0.143310546875, 0.0911865234375]]"
121,1,1,2.473088277,47.16307487,"[[0.08001708984375, 0.06695556640625, 0.0859375, 0.29541015625, 0.07830810546875, 0.07965087890625, 0.06292724609375, 0.08648681640625, 0.10986328125, 0.05450439453125]]"
122,-1,1,10.41038527,56.49383583,"[[0.0689697265625, 0.1998291015625, 0.09912109375, 0.0826416015625, 0.10498046875, 0.051605224609375, 0.054412841796875, 0.1988525390625, 0.07659912109375, 0.06304931640625]]"
123,1,1,15.84621664,48.54149527,"[[0.129638671875, 0.2374267578125, 0.055145263671875, 0.0550537109375, 0.093994140625, 0.1103515625, 0.052642822265625, 0.151611328125, 0.049285888671875, 0.06494140625]]"
124,1,1,-5.574281934,37.38284288,"[[0.1473388671875, 0.2001953125, 0.0458984375, 0.057891845703125, 0.07940673828125, 0.16796875, 0.05712890625, 0.136962890625, 0.0467529296875, 0.060394287109375]]"
125,1,1,11.7705265,53.55659773,"[[0.1109619140625, 0.09796142578125, 0.08001708984375, 0.044952392578125, 0.1689453125, 0.14990234375, 0.062286376953125, 0.08087158203125, 0.0880126953125, 0.115966796875]]"
