index,hit@1,hit@3,lon,lat
260,-1,1,3.095875953,48.6478438
261,1,1,2.657300003,49.1003802
262,1,1,20.37573287,46.1840558
263,1,1,4.281436064,48.93969404
264,1,1,4.293563554,43.59754055
265,1,1,18.324765,47.01230229
266,-1,1,11.99579061,53.44450602
267,1,1,26.21025711,44.32107498
268,1,1,19.93411325,52.62828929
269,-1,-1,2.360570896,48.37343704
270,-1,1,27.22782087,45.6300867
271,1,1,8.230391579,49.83005639
272,-1,-1,22.32587543,51.23759549
273,1,1,24.44672266,43.50558593
274,1,1,18.117299,51.82643275
275,1,1,4.41488667,48.82495973
276,-1,1,4.180244113,48.94116214
277,-1,1,4.380438507,48.89121553
278,1,1,2.089889366,48.41783482
279,-1,1,10.82010084,48.3051242
280,-1,1,18.61618663,47.06266713
281,1,1,4.422411595,48.93175077
282,1,1,22.31261272,51.09550064
283,-1,1,4.550066773,48.98026955
284,1,1,-2.102070568,39.01918818
285,-1,1,26.20195239,44.33272339
286,-1,-1,-0.265643416,46.21975223
287,-1,1,4.260321449,48.88674044
288,1,1,2.187820761,48.41365916
289,1,1,2.465921562,49.07187333
290,1,1,2.282816876,48.45541974
291,1,1,4.227262873,48.5105124
292,1,1,22.51132408,51.05168521
293,1,1,28.1442328,45.48734841
294,1,1,18.41383726,47.0121734
295,-1,1,18.35043345,48.24127585
296,1,1,4.3401065,48.86760288
297,1,1,-0.272796295,46.27560662
298,1,1,23.61425154,56.43328749
299,1,1,4.415866479,48.78700167
300,1,1,4.311640406,48.90314158
301,1,1,1.867892527,49.34361474
302,-1,1,2.985658935,48.63858885
303,1,1,28.07939487,45.57575287
304,1,1,-1.993065879,39.02100612
305,1,1,-0.337253162,46.22111988
306,-1,1,16.61614583,47.10319156
307,-1,-1,27.97026048,45.51447245
308,-1,1,1.270787385,48.55268307
309,1,1,20.3837844,46.20978092
310,-1,-1,4.28791497,48.7713691
311,-1,1,4.656831346,49.04198664
312,-1,1,-5.484134571,37.44115787
313,-1,1,16.56972,47.15811871
314,1,1,4.442846169,48.9847755
315,1,1,2.152217883,48.47388756
316,1,1,2.484072435,48.98350146
317,-1,1,18.66370808,47.09109264
318,-1,1,16.69795854,51.84880362
319,1,1,16.96767094,47.70716323
320,-1,-1,-1.955531646,39.02067607
321,1,1,-2.008838999,39.15198674
322,1,1,-1.843849946,38.77599332
323,-1,-1,-5.669848165,37.37972072
324,-1,-1,-1.913744985,39.12041414
325,1,1,4.431055299,48.94588516
326,1,1,16.61070546,47.31670478
327,1,1,10.77774555,48.15941108
328,-1,1,16.59883957,47.09758755
329,-1,1,10.84829585,53.48066855
330,1,1,4.263405612,48.92820582
331,1,1,4.591241092,49.09252477
332,-1,-1,-0.611388201,46.26240848
333,-1,1,-2.134117074,39.10428213
334,-1,1,4.558941261,48.98014995
335,-1,-1,-2.119306646,39.0866065
336,1,1,1.876412953,49.1789827
337,-1,1,4.302530088,49.09644547
338,-1,1,4.245819386,48.93424071
339,1,1,5.502684553,53.22199748
340,1,1,-1.790883314,38.81058496
341,1,1,4.025264689,48.18847562
342,1,1,4.563122237,49.09622396
343,1,1,18.3416886,48.24153061
344,1,1,4.093656705,48.48258611
345,1,1,4.331549864,48.87940559
346,-1,1,22.79298573,49.69644983
347,-1,1,22.86902324,49.85070066
348,-1,1,18.16960425,51.60984229
349,1,1,-5.647594128,37.3849463
350,1,1,24.46844706,43.50014125
351,-1,-1,1.382416736,48.50703791
352,-1,1,-2.11179407,39.08654951
353,-1,-1,4.221965169,48.9774843
354,1,1,4.336621277,49.0845739
355,-1,1,27.7596517,43.60821046
356,1,1,19.57815611,54.02840768
357,1,1,4.136676552,48.92021857
358,-1,-1,22.45692934,51.08036975
359,-1,1,17.97568384,51.80138494
360,1,1,4.48388373,48.87699305
361,1,1,4.148665079,48.90297124
362,1,1,17.34753957,48.1315136
363,1,1,1.907351221,49.07038801
364,1,1,4.213371892,48.98927654
365,1,1,11.01277545,48.13000034
366,1,1,17.96342048,46.06354463
367,-1,-1,4.230122804,48.94814364
368,1,1,26.6024274,42.39580209
369,1,1,4.265179169,48.74500617
370,1,1,4.280861161,49.09262044
371,-1,1,4.553669038,48.84043935
372,-1,1,2.7497701,49.01648966
373,-1,-1,24.4471411,43.59853906
374,-1,1,26.35991138,44.44866033
375,-1,1,15.04936004,53.28796026
376,-1,1,16.94992578,48.31241635
377,-1,1,4.31626961,48.84747391
378,-1,1,18.0700614,46.06703067
379,1,1,24.38258166,43.6761127
380,-1,1,18.36672327,46.99937169
381,1,1,28.53775576,44.30291028
382,-1,1,9.731920324,52.10050415
383,-1,-1,19.07184176,49.97372142
384,1,1,19.85421741,52.65849541
385,1,1,4.249041238,48.44381951
386,-1,1,16.78940422,47.1326015
387,1,1,-0.678321962,46.27845595
388,-1,1,1.978192766,49.28997408
389,-1,-1,7.683230938,48.68184921
390,1,1,18.06386114,51.68525491
391,-1,1,4.483750542,48.92769025
392,-1,1,4.330846977,48.76612312
393,1,1,2.144656845,48.26525945
394,-1,1,16.56148472,47.16993097
395,1,1,4.102199512,48.47080281
396,-1,1,27.33588769,44.15614577
397,1,1,-1.846561561,39.09047677
398,-1,1,18.42052067,51.80881591
399,-1,-1,2.905622611,49.06758306
400,-1,-1,22.25987501,51.10549285
401,-1,1,17.96848345,51.86691931
402,-1,1,4.171643494,48.95294584
403,-1,1,24.37532191,43.5142388
404,1,1,2.335273348,47.01569908
405,1,1,16.76829697,47.30617129
406,1,1,28.12783769,45.49921467
407,-1,-1,1.864542059,48.25853293
408,1,1,2.163630148,48.39381027
409,1,1,-5.586554036,37.43589238
410,1,1,2.550884714,48.32543722
411,1,1,28.53522281,44.11853679
412,1,1,22.33920682,51.16233518
413,1,1,26.25683027,44.55091616
414,1,1,-5.758359396,40.95773716
415,1,1,28.14387757,45.46979715
416,-1,1,2.830915431,47.13844529
417,1,1,4.604678515,49.11365802
418,-1,1,1.459674655,48.30850172
419,-1,1,10.93446252,52.26588473
420,1,1,2.818885361,48.94999897
421,1,1,4.101384071,48.70289081
422,-1,-1,4.451760808,48.80411124
423,-1,1,-5.691585072,37.38618658
424,1,1,17.09806296,48.0392103
425,1,1,4.236663869,48.92265212
426,-1,1,1.321705742,48.35002393
427,-1,1,4.457701939,48.89732715
428,1,1,2.161720232,48.33292725
429,-1,-1,4.469460614,48.80388692
430,-1,1,4.209568596,48.81844606
431,-1,1,4.221250745,48.94823792
432,-1,1,16.09408782,48.69128784
433,1,1,5.536237141,53.22733624
434,1,1,9.739802969,52.05710666
435,1,1,4.514222952,49.00189589
436,-1,1,16.74031485,51.81605109
437,-1,1,-1.884872792,39.04398203
438,1,1,16.84350073,47.00118401
439,-1,1,1.592932658,48.93979043
440,-1,-1,4.245238204,48.91087269
441,1,1,3.105982591,48.7654882
442,1,1,5.936141656,49.07831676
443,-1,1,18.27777789,46.94343859
444,1,1,20.36811672,46.16137942
445,1,1,24.3745342,43.67635082
446,-1,-1,2.591520357,47.07781569
447,-1,1,4.161490963,48.99792611
448,1,1,11.9360981,53.47722682
449,1,1,16.83274848,47.37138147
450,1,1,10.94652944,53.38461293
451,-1,-1,4.35713086,48.80375228
452,1,1,18.39044073,47.04795804
453,-1,1,2.585359712,48.26343738
454,-1,1,18.33520629,46.87311645
455,-1,-1,-5.461717417,37.42990806
456,1,1,16.83170126,47.16961218
457,1,1,4.315966222,48.79451502
458,-1,1,2.900877641,49.12574653
459,1,1,18.19195922,51.56806804
460,-1,1,16.36258391,47.83105039
461,1,1,-2.048129561,38.89917552
462,1,1,-5.587085624,37.42419795
463,1,1,4.388019146,48.81359587
464,-1,1,17.46845693,48.18870746
465,1,1,18.00168462,45.97041075
466,1,1,4.310454181,49.06160616
467,-1,-1,4.589459176,48.85164041
468,-1,-1,4.261540688,48.86401079
469,-1,-1,18.08533344,51.69194893
470,-1,1,16.8402669,47.16947486
471,-1,1,27.99523985,45.51425753
472,-1,1,27.55286623,43.6638955
473,1,1,22.85954459,49.83916112
474,-1,1,18.11954046,51.62527118
475,1,1,18.29483439,46.94294849
476,1,1,4.256345002,48.74510284
477,-1,1,4.310300653,49.0557669
478,-1,-1,18.3596532,47.0229862
479,1,1,18.38822098,47.01293508
480,-1,1,18.62354316,47.04487682
481,-1,1,16.87098113,47.25282531
482,-1,1,23.80961715,44.41693242
483,1,1,4.682051329,48.92629623
484,1,1,22.86857264,49.8390159
485,-1,1,3.300008577,48.91815166
486,1,1,4.527458592,48.85247866
487,1,1,4.175546976,48.91441159
488,-1,-1,4.261218558,48.76581874
489,-1,1,4.297931571,48.82428447
490,-1,-1,18.02790113,51.89071099
491,1,1,28.13556584,45.46988009
492,-1,-1,28.5269507,44.11279327
493,-1,-1,0.833778337,48.90737538
494,1,1,-0.222634956,46.16709304
495,1,1,4.475993159,49.05431588
496,1,1,-1.835094668,38.70737957
497,1,1,27.90427236,43.62898525
498,-1,1,-5.750707334,37.34295139
499,-1,1,18.32669217,46.87336447
500,1,1,-1.869386171,39.07312511
501,1,1,-5.645506584,37.43172711
502,-1,1,4.397027783,48.8193323
503,1,1,18.5299174,47.15175528
504,1,1,12.29774264,53.34731486
505,1,1,4.322372146,48.86780766
506,1,1,16.72168109,51.82217656
507,-1,1,4.562938648,49.09037764
508,-1,-1,4.161355089,48.99208214
509,-1,1,1.552672045,48.8016244
510,-1,1,4.660409053,48.94710019
511,-1,1,2.423417648,49.03892404
512,1,1,24.38367594,43.51984467
513,1,1,16.65346931,47.34988738
514,1,1,16.85717494,47.34068551
515,1,1,4.519131582,48.87012213
516,1,1,23.81804579,44.42257825
517,-1,1,4.553488333,48.83459728
518,-1,1,4.416474812,48.86489934
519,-1,1,24.46878217,43.50598737
520,-1,1,4.386893918,48.90327988
521,-1,1,18.55103341,47.32872286
522,-1,-1,4.45142315,48.79241139
523,-1,-1,-5.446839852,37.42435755
524,-1,1,17.50268374,48.28141711
525,-1,1,-5.598117528,37.45457899
526,1,1,17.51269874,48.29160703
527,1,1,-5.653363967,37.42024006
528,-1,1,4.226980454,48.49881521
529,1,1,17.57412209,48.44908713
530,1,1,26.24864713,44.55086261
531,-1,1,1.421054314,48.44319582
532,-1,1,3.131914201,48.8582727
533,1,1,4.196392567,48.75500152
534,1,1,11.20998092,48.2268244
535,-1,1,4.540651097,48.96283369
536,1,1,20.20481725,46.16777706
537,-1,1,4.262963596,48.91067991
538,-1,1,17.42718732,48.42704172
539,1,1,4.252239379,48.84656033
540,1,1,28.62136876,44.01133247
541,-1,1,4.10207283,48.46495311
542,1,1,4.231321962,48.43815982
543,-1,1,22.4476603,51.08048492
544,1,1,4.367667395,48.78250345
545,1,1,3.988932307,48.44796415
546,1,1,2.359629396,47.02743441
547,1,1,4.253380222,48.49853074
548,1,1,16.68490185,47.18009989
549,-1,1,1.52847503,48.21388571
550,1,1,2.689392324,49.0898292
551,1,1,14.711092,51.20133259
552,1,1,4.104667666,48.40846822
553,1,1,4.262489973,49.03626182
554,-1,1,4.364798659,48.9867589
555,1,1,18.08250565,51.91076762
556,1,1,18.35150681,46.86094674
557,1,1,18.20020222,51.61806566
558,1,1,4.426397001,43.60229214
559,-1,1,4.352128408,48.82332338
560,-1,1,2.242356277,48.34078053
561,1,1,16.5731451,47.09794342
562,-1,1,4.691305781,48.95148543
563,-1,1,16.70220134,47.09185334
564,1,1,10.15393354,52.02849072
565,-1,1,16.90162135,46.97819672
566,1,1,26.21041409,44.3093699
567,-1,1,4.466316382,49.03726144
568,1,1,1.062579653,49.08372379
569,-1,1,4.211377521,48.3894475
570,1,1,4.545353185,48.85808464
571,-1,-1,-0.438332226,52.26155377
572,1,1,11.9338682,53.40135045
573,-1,-1,23.94380021,56.52398023
574,-1,1,17.08911705,48.03352705
575,1,1,24.76435062,43.54847465
576,1,1,4.161219258,48.98623817
577,1,1,3.686171358,48.36279857
578,1,1,2.883232766,48.69085244
579,1,1,-0.906543822,46.06593092
580,1,1,2.125746651,49.28700957
581,1,1,16.63499349,47.13835832
582,-1,1,10.19563528,49.93050736
583,1,1,-1.777946412,39.10528565
584,1,1,16.04115833,54.18387905
585,1,1,11.89911901,53.58958615
586,1,1,4.254393487,48.92246063
587,1,1,12.17923388,53.40183738
588,1,1,18.56938699,47.34570806
589,1,1,1.436136004,48.27822168
590,1,1,4.367826289,48.78834942
591,1,1,2.298364891,49.18073636
592,1,1,5.613487308,53.30060672
593,-1,1,-1.798974219,39.12648453
594,1,1,-1.95518662,39.04411028
595,1,1,2.708691258,48.62478228
596,1,1,12.27869271,53.35368568
597,1,1,13.11254951,46.06627294
598,1,1,2.827769069,48.95001257
599,1,1,24.44605756,43.49390694
600,1,1,11.08020512,43.99599263
601,-1,1,18.06465203,49.00657762
602,-1,1,20.87547639,50.75671366
603,1,1,6.387704788,49.66793836
604,-1,-1,10.74280515,53.64578311
605,-1,-1,9.504678093,48.9694839
606,1,1,27.74107886,43.04203472
607,1,1,8.397588986,50.12710754
608,1,1,10.77223666,52.24525318
609,1,1,7.276749613,45.06494371
610,-1,1,18.35762428,59.78923638
611,-1,1,5.976582168,45.62203013
612,-1,1,8.370213999,50.13280148
613,1,1,9.232192371,49.62476971
614,1,1,-0.388176921,46.13891284
615,1,1,23.67220389,54.86736078
616,-1,1,9.760449151,51.72632401
617,1,1,9.339732786,49.27506651
618,-1,1,17.4005073,48.45266379
619,1,1,21.24522933,49.0515922
620,1,1,10.84969203,50.02284294
621,1,1,10.62035984,49.78399082
622,1,1,8.629009586,50.00397605
623,-1,1,27.5268743,42.9723534
624,1,1,25.48066038,45.47188665
625,-1,1,-8.730279028,38.55630436
626,1,1,9.665480029,50.18914509
627,1,1,22.18514212,50.63104184
628,-1,-1,16.2375174,48.55466581
629,1,1,26.78662509,46.59186637
630,1,1,5.98373722,49.00447821
631,1,1,4.563030037,49.16692566
632,1,1,2.969479037,45.83495836
633,-1,1,2.829623182,48.43451364
634,1,1,5.692628973,52.05101799
635,1,1,10.0346228,51.67476829
636,1,1,2.809053151,45.85975751
637,-1,1,14.80027853,59.52455237
638,-1,1,9.821642149,52.13704473
639,-1,1,20.12154977,51.50223806
640,1,1,6.467187669,48.67188337
641,-1,1,27.52647511,42.92553381
642,-1,1,-1.514988353,43.08139116
643,-1,1,10.85830859,50.01100865
644,1,1,6.420360483,48.5695118
645,-1,1,5.94437658,52.1172714
646,1,1,22.70887322,49.75765655
647,1,1,9.346861569,49.7878158
648,1,1,7.668667726,47.49641909
649,-1,1,16.16931908,47.88605214
650,1,1,-0.038472018,48.21877605
651,1,1,10.90799371,52.17262184
652,1,1,21.29187458,48.89531289
653,-1,1,16.16062808,47.88614033
654,1,1,24.55092754,47.1260836
655,1,1,22.65244476,49.63805378
656,1,1,10.72055575,53.65253941
657,-1,-1,6.030612191,52.07817518
658,1,1,7.854324713,47.95851105
659,-1,1,22.23138497,50.64225195
660,1,1,25.94467393,44.51882104
661,1,1,27.54281526,42.97227892
662,1,1,9.320827035,50.02698867
663,1,1,0.884796394,47.1354789
664,-1,-1,2.981927639,49.46912747
665,1,1,5.894511793,52.2116195
666,-1,1,6.119722307,45.84216047
667,1,1,11.04861222,44.01997592
668,-1,1,17.27848109,48.45620783
669,1,1,24.56871987,55.85519986
670,1,1,12.42068831,41.69725867
671,-1,1,21.06576556,39.87022033
672,-1,1,6.356616307,49.6450395
673,1,1,-1.699677909,43.04351613
674,1,1,24.12179062,57.06388194
675,1,1,17.19952855,54.32465287
676,1,1,-1.651804926,43.0429621
677,-1,1,27.7247251,42.92087117
678,1,1,18.50586468,54.1281729
679,-1,1,20.67187268,50.78780964
680,1,1,6.884262464,47.74947326
681,-1,-1,10.82810397,49.95757756
682,1,1,17.32775889,48.64415132
683,1,1,7.125170945,50.92416185
684,1,1,8.862314602,50.94869117
685,-1,-1,20.87468876,51.00195626
686,1,1,21.09140363,48.88523916
687,1,1,9.007301353,48.46702523
688,1,1,9.856927594,51.74114098
689,1,1,10.92919959,52.31431858
690,-1,1,21.15695901,48.98807693
691,-1,-1,23.74035678,44.25681467
692,-1,1,20.11206196,51.50801965
693,-1,1,22.09407758,50.66700118
694,-1,-1,18.93450509,59.8736146
695,1,1,0.751969018,47.53308016
696,1,1,16.59111234,48.70422324
697,-1,1,24.14220121,45.67116401
698,1,1,27.62251912,42.97187318
699,-1,1,22.65613593,49.60854605
700,-1,1,9.034970335,41.90155494
701,-1,1,23.88464741,42.42893956
702,-1,1,10.47614959,49.86403503
703,1,1,16.16405687,39.22695539
704,-1,-1,10.04099946,50.28931338
705,1,1,8.972137643,48.44948148
706,1,1,10.14529191,51.7786485
707,1,1,7.91657825,47.91872653
708,1,1,22.19432972,50.63094802
709,1,1,17.2340538,48.44538241
710,1,1,17.55233548,48.5589223
711,1,1,17.57380605,54.45800821
712,1,1,20.90555219,50.88111604
713,1,1,21.11988223,48.83312552
714,-1,-1,21.21917543,48.9429882
715,1,1,0.414382196,47.21768795
716,1,1,16.60878627,48.70397776
717,1,1,23.50945822,54.91148289
718,-1,1,9.30269765,49.95213387
719,1,1,17.59384779,54.45757945
720,-1,1,23.9107489,42.480936
721,-1,1,26.5509126,47.74400826
722,1,1,9.258007278,50.19118331
723,-1,1,12.18774909,42.16659864
724,1,1,-1.651933049,43.03711107
725,-1,1,7.41800937,45.00852662
726,1,1,21.05055181,39.86436991
727,1,1,18.44455758,54.16392598
728,-1,1,7.793798878,47.53607493
729,-1,-1,8.93993086,42.16434491
730,1,1,4.790832103,44.89600464
731,-1,1,20.44331577,50.83492306
732,-1,1,21.03155519,39.80750247
733,1,1,16.43939363,39.26709303
734,-1,-1,22.70866777,49.75181116
735,1,1,8.989717059,48.45533127
736,1,1,7.691075579,47.76579434
737,1,1,22.21270477,50.63075821
738,-1,1,9.881579569,49.85695336
739,1,1,9.335972573,49.34206049
740,1,1,9.675958408,51.73853214
741,1,1,25.68887449,59.43739675
742,1,1,4.466822107,50.156436
743,1,1,27.51865796,42.94312757
744,1,1,7.947476762,47.71639975
745,1,1,8.955678895,42.15849765
746,1,1,20.47688477,54.01927902
747,1,1,17.6727091,59.54444991
748,1,1,20.71811945,51.02176792
749,1,1,20.17668007,53.76950726
